喜欢	null	null	null	的	1	5
好看	相机	null	null	相机	1	1
亮点	小	屏	下	下	1	1
一流	null	null	null	处	1	1
值得	了	null	null	null	1	2
理解	可以	null	null	null	1	2
似乎	大	点	null	大	-1	1
不好	null	null	null	形象	-1	1
强大	功能	变焦	null	大	1	1
节约	时	null	时	时间	1	1
郁闷	东西	null	null	闷	-1	1
学习	拍	拍照	时	手	1	1
模糊	null	模糊	null	模糊	-1	6
怀疑	null	null	null	null	-1	2
全面	功能	全	null	全	1	2
稳定	巧	null	null	稳	1	1
难	照片	啊	null	照片	-1	1
怎么样	电	电	null	电	-1	1
